Id_x, IsRelevant, Property_Name, Value_Example_x,Id_y,IsRelevant, Value_Example_y
667, ,debutdate,,273.0,True, Example:  value:--04-08
668, ,debutleague,,274.0,True, Example:  value:Southern_League_(1964-2020)
669, ,debutteam,,275.0,True, Example:  value:Birmingham Barons
670, ,debutyear,,276.0,True, Example:  value:1994
671, ,draftteam,,277.0,True, Example:  value:Chicago_Bulls
672, ,fibaHofPlayer,,278.0,True, Example:  value:Shaquille-O-Neal
673, ,finalleague,,279.0,True, Example:  value:Southern League
674, ,finalteam,,280.0,True, Example:  value:Birmingham Barons
675, ,finalyear,,281.0,True, Example:  value:1995
676, ,mostwins,,,True,
677, ,president,,,True,
678, ,playeroftheyear,,,True,
679, ,ownerNames,,,True,
680, ,mostrecent,,,True,
681, ,firstBracePlayer,,,True,
682, ,firstGoalPlayer,,,True,
683, ,latestGoalPlayer,,,True,
684, ,background,,282.0,True, Example:  value:group_or_band
685, ,award1Winner,,,True,
686, ,narrated,,,True,
687, ,religion,,,True,
688, ,imagesize,,283.0,True, Example:  value:250
689, ,restaurants,,284.0,True," Example:  value:The Lady & Sons Restaurant, Paula Deen's Family Kitchen , Paula Deen's Creek House"
690, ,motto,,285.0,True, Example:  value:ECCE COR MEUM
691, ,notes,,286.0,False, Example:  value:--06-18
692, ,crest,,287.0,True, Example:  value:On a wreath of the colours a Liver Bird calling Sable supporting with the dexter claws a guitar Or stringed Sable.
693, ,escutcheon,,288.0,True, Example:  value:Or between two Flaunches fracted fesswise two roundels Sable over all six guitar strings palewise throughout counterchanged.
694, ,organisers,,,True,
695, ,5optionName,,,True,
696, ,notableMembers,,,True,
697, ,singlestitles,,289.0,True, Example:  value:103
698, ,turnedpro,,290.0,True, Example:  value:1998
699, ,usopendoublesresult,,291.0,True, Example:  value:3.0
700, ,usopenresult,,292.0,True, Example:  value:W
701, ,wimbledondoublesresult,,293.0,True, Example:  value:QF
702, ,wimbledonresult,,294.0,True, Example:  value:W
703, ,residence,,296.0,True," Example:  value:Jupiter_Island,_Florida"
704, ,retired,,297.0,True, Example:  value:2022
705, ,lost,,298.0,True, Example:  value:60
706, ,won,,299.0,True, Example:  value:369
707, ,australianopendoublesresult,,300.0,True, Example:  value:3.0
708, ,australianopenresult,,301.0,True, Example:  value:W
709, ,careerprizemoney,,302.0,True, Example:  value:1.30594339E8
710, ,daviscupresult,,303.0,True, Example:  value:W
711, ,doublestitles,,304.0,True, Example:  value:8
712, ,frenchopendoublesresult,,305.0,True, Example:  value:1.0
713, ,frenchopenresult,,306.0,True, Example:  value:W
714, ,highestdoublesranking,,307.0,True, Example:  value:No. 24
715, ,highestsinglesranking,,308.0,True, Example:  value:List_of_ATP_number_1_ranked_singles_tennis_players
716, ,hopmancupresult,,309.0,True, Example:  value:W
717, ,integer,,310.0,False, Example:  value:yes
718, ,masterscupresult,,311.0,True, Example:  value:W
719, ,medaltemplatesExpand,,312.0,True, Example:  value:yes
720, ,medaltemplatesTitle,,313.0,True, Example:  value:Olympic medal record
721, ,olympicsdoublesresult,,314.0,True, Example:  value:15
722, ,olympicsresult,,315.0,True, Example:  value:15
723, ,othertournaments,,316.0,True, Example:  value:yes
724, ,othertournamentsdoubles,,317.0,True, Example:  value:yes
725, ,plays,,318.0,True, Example:  value:Right-handed (one-handed backhand)
726, ,careerPrizeMoney,,319.0,True, Example:  value:1.30594339E8
727, ,singlesWins,,,True,
728, ,gold,,,True,
729, ,silver,,,True,
730, ,team2Abbrev,,,True,
731, ,coachplayers,,,True,
732, ,doublesWins,,,True,
733, ,menMostS,,,True,
734, ,mostYears,,,True,
735, ,playerWins,,,True,
736, ,goldMedalist,,,True,
737, ,silverMedalist,,,True,
738, ,championInDoubleMale,,,True,
739, ,championInSingleMale,,,True,
740, ,restingPlace,,320.0,True, Example:  value:St._Louis
741, ,ft,,321.0,True, Example:  value:7
742, ,in,,322.0,True, Example:  value:10
743, ,cbbaskhofYear,,323.0,True, Example:  value:2014
744, ,draftLeague,,324.0,True, Example:  value:NBA
745, ,espn,,325.0,True, Example:  value:614
746, ,nbaHistorical,,326.0,True, Example:  value:shaquille_oneal
747, ,portrayedBy,,,True,
748, ,group,,327.0,True, Example:  value:nb
749, ,theme,,,True,
750, ,editor,,,True,
751, ,adaptedBy,,,True,
752, ,directedby,,,True,
753, ,indent,,335.0,False, Example:  value:yes
754, ,blankData,,,False,
755, ,opentheme,,,True,
756, ,show,,338.0,True, Example:  value:30
757, ,namedAfter,,,True,
758, ,collections,,,True,
759, ,beforeElection,,,True,
760, ,usopen,,343.0,True, Example:  value:Won: 2000 * 2002 * 2008
761, ,wghofid,,344.0,True, Example:  value:tiger-woods
762, ,wghofyear,,345.0,True, Example:  value:2021
763, ,yearpro,,346.0,True, Example:  value:1996
764, ,open,,347.0,True, Example:  value:Won: 2000 * 2005 * 2006
765, ,year,,348.0,True, Example:  value:9223372036854775807
766, ,pga,,349.0,True, Example:  value:Won: 1999 * 2000 * 2006 * 2007
767, ,tour,,350.0,True, Example:  value:PGA_Tour
768, ,asiawins,,351.0,True, Example:  value:2
769, ,auswins,,352.0,True, Example:  value:3
770, ,awardssection,,353.0,True, Example:  value:List of career achievements by Tiger Woods#Awards
771, ,eurowins,,354.0,True, Example:  value:41
772, ,japwins,,355.0,True, Example:  value:3
773, ,majorwins,,356.0,True, Example:  value:15
774, ,masters,,357.0,True, Example:  value:Won: 1997 * 2001 * 2002 * 2005 * 2019
775, ,otherwins,,358.0,True, Example:  value:17
776, ,pgawins,,359.0,True, Example:  value:82
777, ,prowins,,360.0,True, Example:  value:110
778, ,winsAtAsia,,361.0,True, Example:  value:List_of_career_achievements_by_Tiger_Woods
779, ,winsAtPGA,,362.0,True, Example:  value:List_of_career_achievements_by_Tiger_Woods
780, ,winsAtAus,,363.0,True, Example:  value:List_of_career_achievements_by_Tiger_Woods
781, ,winsAtJapan,,364.0,True, Example:  value:List_of_career_achievements_by_Tiger_Woods
782, ,winsAtOtherTournaments,,365.0,True, Example:  value:List_of_career_achievements_by_Tiger_Woods
783, ,winsAtProTournaments,,366.0,True, Example:  value:List_of_career_achievements_by_Tiger_Woods
784, ,winsInEurope,,367.0,True, Example:  value:List_of_career_achievements_by_Tiger_Woods
785, ,awaycaptain,,,False,
786, ,link,,368.0,True, Example:  value:Wikipedia:
787, ,nocat,,369.0,False, Example:  value:yes
788, ,audioReadBy,,,True,
789, ,directed,,,True,
790, ,help,,370.0,False, Example:  value:no
791, ,bSearch,,,False,
792, ,book,,,True,
793, ,vSearch,,,False,
794, ,wiktSearch,,,False,
795, ,containerOnly,,,False,
796, ,lcheading,,,False,
797, ,onlinebooks,,189.0,True, Example:  value:no
798, ,isPartOf,,,True,
799, ,thFuelPrimary,,,True,
800, ,volumeNote,,,True,
801, ,atmosphereComposition,,,True,
802, ,chemical,,,True,
803, ,fuelSource,,,True,
804, ,naturalResources,,,True,
805, ,contaminants,,,True,
806, ,reflector,,,True,
807, ,fields,,,True,
808, ,formula,,,True,
809, ,industries,,,True,
810, ,composition,,,True,
811, ,melt,,,True,
812, ,related,,,True,
813, ,doi,,,False,
814, ,first,,,False,
815, ,isbn,,,True,
816, ,pages,,,True,
817, ,talk,,,True,
818, ,volume,,,True,
819, ,field,,,True,
820, ,opt4n,,,False,
821, ,filling,,,True,
822, ,chassis,,,True,
823, ,impurities,,,True,
824, ,blockAlloy,,,True,
825, ,carbody,,,True,
826, ,head,,,True,
827, ,material,,,True,
828, ,block,,,True,
829, ,exportGoods,,,False,
830, ,automobilePlatform,,,True,
831, ,headAlloy,,,True,
832, ,bodyStyle,,,True,
833, ,shipNamesake,,,True,
834, ,core#narrower,,,True,
835, ,hotSpringType,,,True,
836, ,namedFor,,,True,
837, ,colour,,,True,
838, ,weapons,,,True,
839, ,developmentCode,,,True,
840, ,treatment,,,True,
841, ,medicalCause,,,True,
842, ,medication,,,True,
843, ,valves,,,True,
844, ,structuralSystem,,,True,
845, ,compositionSecondary,,,True,
846, ,etymology,,,True,
847, ,lithology,,,True,
848, ,battleHonours,,,True,
849, ,construction,,,True,
850, ,drum,,,False,
851, ,constructionMaterial,,,True,
852, ,blankInfoSec,,,False,
853, ,commodity,,,True,
854, ,materials,,,True,
855, ,mineral,,,True,
856, ,otherlithology,,,False,
857, ,currency,,,True,
858, ,region,,,True,
859, ,ew,,,False,
860, ,ns,,,False,
861, ,category,,,True,
862, ,nams,,,True,
863, ,opt2n,,,False,
864, ,pams,,,False,
865, ,causes,,,True,
866, ,risks,,,True,
867, ,with,,,False,
868, ,opt1n,,,False,
869, ,opt3n,,,False,
870, ,mainIngredient,,,True,
871, ,primaryMaterial,,,True,
872, ,ingredient,,,True,
873, ,cs1Dates,,,False,
874, ,sSearch,,,False,
875, ,colours,,,True,
876, ,meaning,,,True,
877, ,peggedWith,,,False,
878, ,ramtype,,,True,
879, ,keel,,,True,
880, ,btype,,,False,
881, ,wordOrigin,,,True,
882, ,element,,,True,
883, ,wikiPageInterLanguageLink,,,False,
884, ,a,,,False,
885, ,w,,,False,
886, ,end,,,False,
887, ,nSearch,,,False,
888, ,e,,,False,
889, ,u,,,False,
890, ,stardistancely,,,True,
891, ,stardistancepc,,,True,
892, ,starmagnitude,,,True,
893, ,symbolism,,,True,
894, ,abbreviation,,,True,
895, ,month,,,,
896, ,arearank,,,True,
897, ,areatotal,,,True,
898, ,bordering,,,True,
899, ,brighteststarname,,,True,
900, ,dec,,,False,
901, ,genitive,,,True,
902, ,latmax,,,False,
903, ,latmin,,,False,
904, ,meteorshowers,,,True,
905, ,neareststarname,,,True,
906, ,numberbfstars,,,True,
907, ,numberbrightstars,,,True,
908, ,numbermainstars,,,True,
909, ,numbermessierobjects,,,True,
910, ,numbernearbystars,,,True,
911, ,numberstarsplanets,,,True,
912, ,pronounce,,,False,
913, ,ra,,,False,
914, ,neighbourConstellations,,,True,
915, ,constellation,,,True,
916, ,constell,,,True,
917, ,constellationName,,,True,
918, ,page,,,False,
919, ,wstitle,,,False,
920, ,quadrant,,,True,
921, ,declination,,,True,
922, ,constel,,,True,
923, ,mascot,,,True,
924, ,budget,,,True,
925, ,country,,,True,
926, ,gross,,,True,
927, ,runtime,,,True,
928, ,prevTitle,,,True,
929, ,lastAppearance,,,True,
930, ,album,,,True,
931, ,nextTitle,,,True,
932, ,productionCompanies,,,True,
933, ,series,,,True,
934, ,previousWork,,,True,
935, ,subsequentWork,,,True,
936, ,dSearch,,,False,
937, ,prevYear,,,True,
938, ,released,,,True,
939, ,firstMajor,,,True,
940, ,collapsed,,,True,
941, ,extraColumn,,,False,
942, ,length,,,True,
943, ,misc,,,True,
944, ,nextYear,,,True,
945, ,totalLength,,,True,
946, ,producers,,,True,
947, ,recorded,,,True,
948, ,labels,,,True,
949, ,lastMajor,,,True,
950, ,urlStatus,,,False,
951, ,accessDate,,,False,
952, ,count,,,True,
953, ,ref,,,False,
954, ,score,,,True,
955, ,average,,,True,
956, ,consensus,,,True,
957, ,bestActorFilm,,,True,
